sentence,label_name,label_ID,language,source,annotator
"There are more things that many foreigners are scared of or complain about, but I think it's because these things are strange for us, and we need to get used to them.",Cultural Identity,11,en,seed,G01374665
Up to half the country's 4 million or so illegal immigrants live in California.,Cultural Identity,11,en,seed,G01374665
AIRPORTS FACE IDENTITY CRISIS,Cultural Identity,11,en,seed,G01374665
"IMMIGRANTS POUR INTO GEORGIA, HEARTLAND STATES, STUDY FINDS",Cultural Identity,11,en,seed,G01374665
"A new county-by-county report of population shows a historic influx of immigrants into the nation's heartland, with Georgia posting the greatest increases.",Cultural Identity,11,en,seed,G01374665
War on Terrorism Stirs Memory of Internment,Cultural Identity,11,en,seed,G01374665
FOREIGN STUDENTS BACK VISA SECURITY SOME COLLEGE OFFICIALS FEAR PLANS MAY DETER APPLICANTS,Public Sentiment,12,en,seed,G01374665
Metro Briefing New York: Manhattan: Immigrant Amnesty Campaign,Public Sentiment,12,en,seed,G01374665
"The proposals have been criticized by an unusual array of interests, from traditional supporters of immigration to American industries, particularly high-tech companies, that need more professionals than the United States produces.",Public Sentiment,12,en,seed,G01374665
"VOICE OF ATLANTA: Too much immigration, most say",Public Sentiment,12,en,seed,G01374665
"Only 15 percent of respondents think U.S. immigration policy is ""about right,"" and Atlantans are sharply split on whether recent immigrants have made a contribution to the nation or caused too many problems.",Public Sentiment,12,en,seed,G01374665
FORUM ON ILLEGAL IMMIGRANTS,Public Sentiment,12,en,seed,G01374665
Invisible Community's Hushed Cheer; 'Guest Worker' Plan Excites Area's Illegal Mexican Immigrants,Public Sentiment,12,en,seed,G01374665
"""Latino and immigrant communities don't have to roll over,"" said Edward Headington, a spokesman for the Mexican American Political Association, one of two groups organizing the protest. ""There is strength in numbers.""",Public Sentiment,12,en,seed,G01374665
Metro Briefing  New Jersey: Freehold: Day Laborers Hold Rally,Public Sentiment,12,en,seed,G01374665
"""It's just one more goody that we're giving to people who come here illegally and manage to stay for awhile,"" said Jane Russell, director of Georgians for Immigration Reduction, which advocates for stricter enforcement of immigration laws. ""If foundations like Goizueta are so concerned about these people, why don't they help them attend college in their own countries?""",Public Sentiment,12,en,seed,G01374665
"That, said the congressman, is what always happens  when the opposition to something can't fashion a coherent and  logical argument.",Political,13,en,seed,G01374665
"Bush's amnesty plan draws bipartisan fire; Permanent legality for many of the 3M illegal Mexican immigrants is an ""old, failed program""",Political,13,en,seed,G01374665
President Bush's top immigration advisers,Political,13,en,seed,G01374665
"Colorado's two Democratic members of Congress objected to  legislation granting a host of new police powers to track  suspected terrorists, saying the bill was too serious to be rushed  through the chamber so quickly.",Political,13,en,seed,G01374665
SENATE PASSES IMMIGRATION BILL,Political,13,en,seed,G01374665
"In the House, Democratic leader Richard Gephardt of Missouri said he agreed with Fox's request - made to Bush on Wednesday and to a joint session of Congress yesterday - for quick action on legalizing millions of undocumented workers and said he thought legislation was possible by the end of the year.",Political,13,en,seed,G01374665
Tancredo's enforcement push grabs TV spotlight,Political,13,en,seed,G01374665
"By the end of the day, however, administration officials were scrambling to contain the political fallout. For weeks they had worked to lower expectations for a deal on the politically volatile issue of immigration.",Political,13,en,seed,G01374665
"Only a day earlier, Bush had said he needed time to work with Congress to build political support for immigration reform.",Political,13,en,seed,G01374665
"Peterman, D-St. Petersburg, scored repeated rounds of applause Thursday night before a crowd of more than 100 as he promised to challenge the way farm workers are paid and treated across the state and to push for changes in the new driver's license regulations.",Political,13,en,seed,G01374665
But this approach to the problem would harm this country's promising efforts to improve trade ties with Mexico.,External Regulation and Reputation,14,en,seed,G01374665
"The Mexican delegation led by President Vicente Fox has a valid  point in its contention that undocumented Mexican workers are  being shortchanged in places like Colorado, that won't, among  other things, issue driver's licenses to such workers.",External Regulation and Reputation,14,en,seed,G01374665
"MEXICAN PRESIDENT ASKS AMERICANS FOR ""TRUST""; IMMIGRATION REFORM REQUIRES COOPERATIVE EFFORT, VICENTE FOX SAYS",External Regulation and Reputation,14,en,seed,G01374665
Fox sets immigration reform deadline,External Regulation and Reputation,14,en,seed,G01374665
Mexican government officials say the anti-immigrant backlash in the United States is what prompted Fox to take such a bold position Wednesday.,External Regulation and Reputation,14,en,seed,G01374665
"For Bush, any immigration pact with Mexico is only half the battle; American and Mexican presidents may make agreement, but Congress controls changes in laws",External Regulation and Reputation,14,en,seed,G01374665
World Briefing Americas: Mexico: Talks With U.S. On Immigration,External Regulation and Reputation,14,en,seed,G01374665
Foreign Minister Jorge G. Castaneda began a two-day visit to Washington aimed at reviving negotiations with the Bush administration on immigration reforms.,External Regulation and Reputation,14,en,seed,G01374665
"The Embassy of Pakistan sent a formal request for more information yesterday to the U.S. Department of Justice, along with an expression of concern about the arrests, said Asad Hayauddin, the embassy press attache. (The Justice Department oversees the INS and FBI.)",External Regulation and Reputation,14,en,seed,G01374665
U.S. Is Urged to Promote Flow of Refugees From North Korea,External Regulation and Reputation,14,en,seed,G01374665
"Reaction to Tancredo, Lamm as predicted",Other,15,en,seed,G01374665
THE REGION,Other,15,en,seed,G01374665
IMMIGRATION DATA ON LINE,Other,15,en,seed,G01374665
In This Section,Other,15,en,seed,G01374665
INS CHIEF ZIGLAR CAUGHT IN PINCH,Other,15,en,seed,G01374665
WASHINGTON IN BRIEF,Other,15,en,seed,G01374665
For the Record,Other,15,en,seed,G01374665
The Immigrants And the Suburbs,Other,15,en,seed,G01374665
READER OPINIONS,Other,15,en,seed,G01374665
Where is the embrace?,Other,15,en,seed,G01374665
"This obliterates the president's argument that he ""did something"" for Hispanics and forces Hillary Clinton to explain how she plans to go even  beyond  what the president has done. In fact, the entire approach to government by unilateral executive action should and will, I suspect, be a topic of debate in the general election",Political,13,en,seed,G01374665
"800,000 spared deportation ; Obama says those with no record can stay -- for now.",Policy Prescription and Evaluation,6,en,seed,G01374665
"It does not take much to set up a small H-1B business, about $40,000 to $50,000, Pandya said.",Economic,1,en,seed,G01374665
"Fairouz wrote in a column published Friday by the Independent, a British online newspaper. ",Cultural Identity,11,en,seed,G01374665
The promise of immigration,Other,15,en,seed,G01374665
"""After Sept. 11, 2001, one of my main problem was as an immigrant how can I prove my patriotism to myself,"" he wrote in the May letter.",Cultural Identity,11,en,seed,G01374665
"All candidates for the hundreds of government jobs subject to Senate confirmation are now being asked if they hired undocumented immigrants or violated tax laws on household workers, Clinton administration officials said on Monday, and at least a dozen people have been dropped from consideration over those issues.",Political,13,en,seed,G01374665
